BusinessName,Address,Suite,City,State,Zip,BusinessType,OwnerName,X,Y,Location
2028-30 IBERVILLE LLC,2028-30 IBERVILLE ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2028-30 IBERVILLE LLC,,,
FLEUR DE MARIGNY,919 TOURO ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,LAURA B ANDREWS,3684307.383,535689.772,"(29.9668755856128, -90.0590592047366)"
INN ON URSULINES,708 URSULINES AVE,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,KFK AQUISITIONS LLC,3683316.367,533682.2254,"(29.9613857895425, -90.06225915735)"
FESTIVA TRAVEL SERVICES,519 FRENCHMEN ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,FESTIVA MANAGEMENT GROUP,3684789.484,534323.4799,"(29.9631040034846, -90.0575847720349)"
HAUNTED HOTEL ON URSULINES,623 URSULINES AVE,,NEW ORLEANS,LA,70116,4702 - ROOMING & BOARDING HOUSES,URSULINES NEW ORLEANS LLC,3683581.001,533548.8827,"(29.9610110683465, -90.0614281657062)"
WYNDHAM GARDEN HOTEL,10100 I 10 SERVICE RD,,NEW ORLEANS,LA,70127,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,NOLA EAST HOTEL LLC,,,
LITTLE EAZY BED & BREAKFAST,1526 PAUGER ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,"WALKER, MARGARET A",3683890.072,535352.8179,"(29.9659618323431, -90.0603888928829)"
MAGNOLIA MANSION HOTEL,2127 PRYTANIA ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,MAGNOLIA MANSION LLC,3678027.663,523409.1853,"(29.9332986071222, -90.0793150029912)"
ROYAL STREET COURTYARD,2438 ROYAL ST,,NEW ORLEANS,LA,70117,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"LEGE SMITH, LLC",3686198.553,534922.6785,"(29.9647083796932, -90.0531139679717)"
MAISON PERRIER,4117 PERRIER ST,,NEW ORLEANS,LA,70115,4703 - BED & BREAKFAST INNS,"SCHOENBRUN, THOMAS F",3671867.255,520200.863,"(29.9246606970105, -90.0988721909619)"
CKW INC,2624 URSULINES AVE,,NEW ORLEANS,LA,70119-3436,4702 - ROOMING & BOARDING HOUSES,CKW INC,3677844.682,537881.0837,"(29.9730969815914, -90.079392692096)"
HYATT PLACE NEW ORLEANS CONVENTION CENTER,881 CONVENTION CENTER BLVD,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"ISLAND HOSPITALITY MANAGEMENT II,LLC",3682594.036,526801.3927,"(29.942487842452, -90.0647807045459)"
RELAX INN,13552 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70129-1815,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"SHREEJEE, LLC",3726825.339,559823.7689,"(30.0318658702836, -89.923852026504)"
MAISON DUPUY HOTEL,1001 TOULOUSE ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"NEW ORLEANS HOTEL COLLECTION,LLC.",3681378.526,532924.284,"(29.9593606745007, -90.0684049404374)"
LA GALERIE,131 DECATUR ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"LA GALERIE,LLC",3681969.352,530489.3143,"(29.9526473874606, -90.0666242553475)"
AVENUE INN,4125 ST CHARLES AVE,,NEW ORLEANS,LA,70115,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"LINDY DEVELOPMENT,LLC",3671719.072,521138.3512,"(29.9272428785317, -90.0993080854694)"
DAYS INN & SUITES NEW ORLEANS EAST,10020 I-10 SERVICE RD,,NEW ORLEANS,LA,70127,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"SHREE JALARAMBAPA,LLC",,,
MARK & RON'S B&B,1625 PAUGER ST,,NEW ORLEANS,LA,70116,4706 - SHORT TERM RENTALS/RESIDENTIAL PROPERTIES,"2MEN, LLC",3683985.589,535719.83,"(29.9669680707778, -90.0600743758864)"
PONTCHARTRAIN HOTEL,2031 SAINT CHARLES AVE,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"AJ PONTCHARTRAIN OWNER,LLC",3677933.488,524054.4196,"(29.9350756233905, -90.0795900214212)"
PRYTANIA PARK HOTEL,1525 PRYTANIA ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,PRYTANIA PARK HOTEL LTD,3679494.774,525096.5027,"(29.9378939424183, -90.0746249125391)"
631 DESIRE LLC,631 DESIRE ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,631 DESIRE LLC,3689812.743,534098.4136,"(29.9623304119093, -90.0417299829632)"
ST. JAMES HOTEL,330 MAGAZINE ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"BM HOTELS, LLC",3681619.257,529436.9059,"(29.9497642568617, -90.0677663985238)"
APARIUM HOTEL GROUP,2031 SAINT CHARLES AVE,STE #A,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,APARIUM HOTEL GROUP LLC,3677933.488,524054.4196,"(29.9350756233905, -90.0795900214212)"
HOTEL 504,1300 CANAL ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"INSITE NEW ORLEANS ONE,LLC",3679515.342,531836.4532,"(29.9564259319667, -90.0743261770644)"
MAISON DUBOIS,1419 DAUPHINE ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,PEOPLE SPEAK LLC,3683559.426,535037.0799,"(29.9651037575276, -90.0614441286419)"
NEW ORLEANS JAZZ QUARTERS,1129 ST. PHILLIP ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,NEW ORLEANS JAZZ QUARTERS,,,
RESIDENCE INN BY MARRIOTT-[H/P],345 SAINT JOSEPH ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"RESIDENCE INN OF MARRIOTT, LLC.",,,
THE BURGUNDY BED AND BREAKFAST,2513 BURGUNDY ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,THE BURGUNDY BED AND BREAKFAST,3686681.025,535744.5891,"(29.9669535174702, -90.0515613237341)"
THE HOTEL MODERN,936 SAINT CHARLES AVE,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,MODERN GUMBO LODGING,3680311.022,527218.7619,"(29.9437047691426, -90.0719741938121)"
THE MERCHANTILE HOTEL,727 S PETERS ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,INNISFREE HOTELS INC.,3682204.12,527915.0056,"(29.9455617682364, -90.0659728705608)"
THE QUISBY,1225 ST CHARLES AVE,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,AUDUBON ST CHARLES OPERATOR LLC,3679535.82,526197.5151,"(29.9409201218296, -90.0744571369549)"
THE DRIFTER HOTEL,3522 TULANE AVE,,NEW ORLEANS,LA,70119,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"TAI MANAGING MEMBER,LLC",3671282.406,535214.7743,"(29.9659613582932, -90.1002083234743)"
BLUE LAGOON NOLA,4417 DRYADES ST,,NEW ORLEANS,LA,70115,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"PEOPLE SPEAK,LLC",3670505.041,522023.3716,"(29.9297122964817, -90.1031104851898)"
BLUE60 GUEST HOUSE,1008 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,"BLUE60 GUEST HOUSE,LLC",3684941.069,536005.4232,"(29.9677241246168, -90.0570469271323)"
LA DAUPHINE,2316 DAUPHINE ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,RUIZ RAYMOND,3685647.067,535191.6446,"(29.9654648740989, -90.0548460437539)"
AIRYN MONET,1816 MARENGO ST,,NEW ORLEANS,LA,70115,4703 - BED & BREAKFAST INNS,"HILLARD,RANDY",3671796.072,521879.5288,"(29.9292785984644, -90.0990398120032)"
A CRESCENT CITY GUEST,612 MARIGNY ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,HARRING MATTHEW,3685519.436,534668.188,"(29.9640294647124, -90.0552675337646)"
LANAUX MANSION,547 ESPLANADE AVE,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,BODENHEIMER RUTH,3684418.355,534215.6856,"(29.9628189628033, -90.0587605391945)"
"LA FEMME FRANCAISE NATASHA, LLC",2028-2030 ST. CLAUDE AVE,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,"LA FEMME FRANCAISE NATASHA, LLC",,,
SUNBURST INN,819 MANDEVILLE ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,"JOHNSON, DARRELL M",3685875.794,535461.8063,"(29.9662007058991, -90.0541142093417)"
BELLEVILLE COTTAGE BED &      BREAKFAST,317 BELLEVILLE ST,,NEW ORLEANS,LA,70114,4703 - BED & BREAKFAST INNS,ROBERT E GOESER,3687837.268,530614.1349,"(29.952810929002, -90.0480916466138)"
WESTIN NEW ORLEANS CANAL PLACE,100 IBERVILLE ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,MERRITT HOSPITALITY LLC,3682746.028,529908.7792,"(29.9510274809981, -90.0641921669027)"
ALDER HOTEL UPTOWN,4545 MAGNOLIA ST,,NEW ORLEANS,LA,70115,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"ALDER HOTEL PARTNERS, LLC",3669788.351,524763.2491,"(29.9372672181868, -90.1052802587339)"
SHERATON NEW ORLEANS HOTEL,500 CANAL ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,SHERATON OPERATING CORP ATTN ACCOUNTS PAYABLE,3681620.188,530215.8353,"(29.9519060214703, -90.0677362942651)"
H H WHITNEY HOUSE,1923 ESPLANADE AVE,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,SAIZAN RANDALL J        MILLER GLEN D,3680325.677,537396.8306,"(29.971690564501, -90.0715740661946)"
HYATT HOUSE NEW ORLEANS DOWNTOWN,1250 POYDRAS ST,,NEW ORLEANS,LA,70113,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,SELECT HOTELS GROUP LLC,3678736.86,529752.6343,"(29.9507196270331, -90.0768565173229)"
GARDEN DISTRICT B & B,2418 MAGAZINE ST,,NEW ORLEANS,LA,70130,4703 - BED & BREAKFAST INNS,"DURHAM,RAYNELL          VELEZ,LUIS",3677956.301,521361.0258,"(29.9276689851813, -90.0796110372927)"
FIVE CONTINENTS,1731 ESPLANADE AVE,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,FIVE CONTINENTS,3680829.191,537005.1663,"(29.9705983676472, -90.0699975311805)"
WELCOME ABROAD LLC,2233 BURGUNDY ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,WELCOME ABROAD LLC,3685426.897,535644.1686,"(29.9667159114861, -90.0555253942859)"
THE LAUREL GUEST HOME,3626 DELGADO DR,,NEW ORLEANS,LA,70119,4703 - BED & BREAKFAST INNS,LAURA & ELIOT KAMENITZ,3674200.767,540465.0666,"(29.9803111969, -90.0908124179932)"
THE JUNG HOTEL & RESIDENCES,1500 CANAL ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,INTERSTATE MANAGEMENT COMPANY LLC,3679081.041,532173.5121,"(29.9573658441731, -90.0756858747129)"
BYWATER BED & BREAKFAST,1026 CLOUET ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,"BURT,MARTY              SELLEN,BETTY",3688911.822,535784.3923,"(29.9669941576769, -90.0445150696178)"
IN THE CLEAR NOLA PROPCO LLC,501 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,STAYBRIDGE SUITES,3681811.713,528981.9793,"(29.9485075157807, -90.0671746007679)"
1830 DAUPHINE HOUSE,1830 DAUPHINE ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,JEFFRIES KAREN,3683898.466,535097.1648,"(29.9652586180562, -90.0603713541045)"
HOLIDAY INN EXPRESS,334 O KEEFE AVE,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,HOLIDAY INN EXPRESS,,,
OLD LA LA'S CREOLE COTTAGE,2125 LAUREL ST,,NEW ORLEANS,LA,70130,4703 - BED & BREAKFAST INNS,OLD LA LA'S CREOLE COTTAGE LLC,3679422.339,521628.2563,"(29.9283595935452, -90.0749738442848)"
MASON D'OR,1911 ROYAL ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,OLGA MESCHERSKAYA,3684279.652,534769.4193,"(29.9643457814521, -90.0591790987773)"
MAISON LAFAYETTE,1221 HARMONY ST,,NEW ORLEANS,LA,70115,4703 - BED & BREAKFAST INNS,JOHN E WHARTON,3675594.775,520511.6678,"(29.9254043618078, -90.0870949749972)"
LUCKY INN HOTEL,2625 IBERVILLE ST,,NEW ORLEANS,LA,70119,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"JAE INVESTMENTS, LLC",3675958.693,535300.7983,"(29.9660586896722, -90.0854377733833)"
"MONARCH NEW ORLEANS, LP",210 O'KEEFE AVE,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"MONARCH NEW ORLEANS, LP",3679876.322,530778.3129,"(29.9535054923382, -90.0732230649622)"
PETER AND PAUL HOTEL,2317 BURGUNDY ST,,NEW ORLEANS,LA,70117,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,PETER AND PAUL MT LLC,3685604.038,535686.6726,"(29.9668273498011, -90.0549644860817)"
MAISON MACARTY,3820 BURGUNDY ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,MACARTY HOUSE LLC,3691196.238,534582.1148,"(29.9636174674623, -90.0373438449648)"
LE RICHELIEU CORP,1234 CHARTRES ST,B,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"ROCHEFORT, FRANK        ROCHEFORT, FRANK",3684118.277,533877.6083,"(29.961898541343, -90.0597200115729)"
929 MARIGNY PAINTED LADY'S INN,929 MARIGNY ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,"TISKUS,PETER",3685496.778,535852.8226,"(29.9672874944982, -90.055297361098)"
FRENCH QUARTER SUITES,1119 N RAMPART ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"RAMPART HOTEL VENTURES, LLC",3682331.769,534701.6324,"(29.9642188047582, -90.0653327198382)"
INN AT THE OLD JAIL,2552 ST PHILIP ST,,NEW ORLEANS,LA,70119,4703 - BED & BREAKFAST INNS,DOWN BY LAW B & B LLC,3677856.913,537442.0437,"(29.9718894038335, -90.0793692398078)"
KERLEREC GUEST HOUSE,928 KERLEREC ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,SCOTT WELLS,3683489.119,535257.2928,"(29.9657114128875, -90.061658437441)"
HOTEL MAISON DE VILLE,727 TOULOUSE ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,727  TOULOUSE LLC,3682160.842,532326.7613,"(29.9576939208768, -90.0659554461366)"
A & C CORPORATION,7418 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,A & C CORPORATION,3702787.007,552270.6233,"(30.0118887587892, -90.0000917217)"
FRENCH QUARTER MANSION BOUTIQUE HOTEL,730 DUMAINE ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"BISCUIT PALACE GUESTHOUSE,LLC",3682772.975,533182.3704,"(29.9600279224559, -90.0639925780389)"
HOTEL VILLA CONVENTO,616 URSULINES AVE,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,HOTEL VILLA CONVENTO,3683605.575,533463.0508,"(29.9607743098676, -90.0613535721913)"
ROYAL INN OF NEW ORLEANS,4950 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,HP11 LLC,3692769.162,550242.8369,"(30.0066297975822, -90.031814993349)"
RUFFINO'S GUEST HOUSE,631 ST PHILIP ST,,NEW ORLEANS,LA,70116,4702 - ROOMING & BOARDING HOUSES,"FRENCH QUARTER HOTEL COLLECTION, LLC",3683342.861,533279.9304,"(29.9602788080758, -90.0621895871545)"
NEW ORLEANS GUEST HOUSE,1118 URSULINES AVE,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,NOGH LLC,3682108.936,534627.7136,"(29.9640223319493, -90.0660389894792)"
HOTEL ST PIERRE,911 BURGUNDY ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,FQ HOTELS LLC,3682147.729,533778.8254,"(29.9616870003334, -90.065946134853)"
ST. PETER GUEST HOUSE,1005 ST PETER ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"KFK AQUISTIONS, LLC",3681654.229,533136.6987,"(29.9599363707562, -90.0675269276504)"
CHEZ PALMIERS BED & BREAKFAST,1744 N RAMPART ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,CHEZ PALMIERS CORP,3683387.481,535779.8047,"(29.9671512417022, -90.061961096692)"
W.M.COX,2109 CHARTRES ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,W.M.COX LLC,3684826.662,534524.7191,"(29.9636562037499, -90.0574602933431)"
THE MAGEE MANOR,3046 DUMAINE ST,,NEW ORLEANS,LA,70119,4703 - BED & BREAKFAST INNS,LINDA MAGEE,3675794.413,538514.8657,"(29.9749012002608, -90.0858460623078)"
HOTEL LE MARAIS,717 CONTI ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"NEW ORLEANS HOTEL COLLECTION, LLC",3681763.435,531723.1798,"(29.9560463572393, -90.0672313980382)"
"MAISON DES LUNES, LLC",601 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,"MAISON DES LUNES, LLC",3685231.964,534546.8846,"(29.9637047358987, -90.0561796136561)"
MENTONE BED & BREAKFAST,1437 PAUGER ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,"COCO, CHARLENE D   &     KIMBRELL, RAGAN",3684011.794,534908.5534,"(29.9647365392649, -90.0600200888747)"
CHATEAU MANAGEMENT,527 MANDEVILLE ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,"CHATEAU MANAGEMENT,LLC",3685970.795,534465.4751,"(29.9634582238479, -90.0538493324191)"
WG CREOLE HOUSE,1724  CLIO ST,,NEW ORLEANS,LA,70113,4703 - BED & BREAKFAST INNS,WG CREOLE HOUSE,3679138.508,526693.8117,"(29.9422967692081, -90.075694324818)"
"2532 N RAMPART STREET, LLC",2532 N RAMPART ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,"2532 N RAMPART STREET, LLC",3686805.403,536043.2402,"(29.9677708776907, -90.0511579866841)"
NEW ORLEANS COURTYARD HOTEL,1101 N RAMPART ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"RAMPART HOTEL VENTURES, LLC",3682247.682,534592.5562,"(29.9639214409151, -90.0656020727493)"
"CWS CORPORATE LEASING, LLC",9606 N MOPAC EXPY,SUITE 500,AUSTIN,TX,78759,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"CWS CORPORATE LEASING, LLC",,,
FRENCHMEN OASIS,1242 FRENCHMEN ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,FRENCHMEN ASSOCIATES,3684503.751,536971.9949,"(29.9703952477741, -90.0583940212036)"
ST CHARLES COACH HOUSE,2001 ST CHARLES AVE,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,GRAND BOUTIQUE HOTEL,3678096.037,524165.9723,"(29.9353774650231, -90.0790729993194)"
DRURY INN NEW ORLEANS,820 POYDRAS ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,DSW INNS LLC,3680155.4,529418.4154,"(29.9497577899405, -90.0723891075552)"
CAMBRIA NEW ORLEANS DOWNTOWN,632 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,FH TCH LLC,3681815.261,528367.9772,"(29.9468191087104, -90.0671848212897)"
NOPSI HOTEL,317 BARONNE ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,MERRITT HOSPITALITY LLC,3680070.49,530264.5243,"(29.9520868739067, -90.0726278141096)"
QUALITY INN,12340 S I-10 SERVICE ROAD,,NEW ORLEANS,LA,70128,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"JAY MK, LLC",,,
GRAVIER,427 GRAVIER ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"GRAVIER,LLC",3681815.526,529663.7213,"(29.9503819607114, -90.0671387766084)"
THE CONCIERGE CONNECTION,216 BARONNE ST,,NEW ORLEANS,LA,70112,"4704 - TRAVELER ACCOMMODATION, ALL OTH","THE CONCIERGE CONNECTION,LLC",3680226.815,530492.37,"(29.9527086426135, -90.072126296443)"
TULANE HOTEL GROUP INC,3900 TULANE AVE,,NEW ORLEANS,LA,70119,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,TULANE HOTEL GROUP INC,3670049.177,535735.4107,"(29.9674293694511, -90.1040851984859)"
THE FRENCHMEN HOTEL,417 FRENCHMEN ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"FRENCHMEN OWNER, LLC",3684803.715,534038.0568,"(29.9623187526419, -90.0575498676484)"
WYNDHAM VACATION RESORTS,2111 ST CHARLES AVE,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"WYNDHAM VACATION RESORTS, INC",3677787.928,523931.6267,"(29.934742361756, -90.0800537932913)"
EXTRA HOLIDAYS,2111 ST. CHARLES AVE,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"EXTRA HOLIDAYS, LLC",,,
R & B ROOMS,1931 ORLEANS AVE,,NEW ORLEANS,LA,70116,4702 - ROOMING & BOARDING HOUSES,"SMOTHERS, RICHARD H     SMOTHERS, WILLIE B",3679105.961,535350.2686,"(29.9661000939009, -90.0754970663654)"
HOTEL MAZARIN,730 BIENVILLE ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"NEW ORLEANS HOTEL COLLECTION, LLC",3681443.588,531377.7004,"(29.9551061198496, -90.0682534091731)"
BPM HOLDINGS LLC,1027 N RAMPART ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,FRENCH QUARTER TOWNHOUSES HOTEL,3682136.165,534464.8685,"(29.9635737355964, -90.065958690206)"
HOSTEEVA,201 MAGAZINE ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"HOSTEEVA, LLC",3681661.669,529919.77,"(29.9510906820734, -90.0676156439047)"
NOLA PLACE,616  LOUISA ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,JAMES F. EATON,3689101.408,534158.9734,"(29.9625189583777, -90.043974118993)"
SONDER,427 ESPLANADE AVE,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"SONDER USA,INC",3684898.94,533831.8834,"(29.9617489312289, -90.0572564111231)"
FEDERAL CITY INN & SUITES,740 HEBERT DR,,NEW ORLEANS,LA,70114,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"FEDERAL CITY INN & SUITES, LLC",,,
MELROSE MANSION,937 ESPLANADE AVE,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,FRENCH QUARTER HOTEL COLLECTION LLC,3683279.543,535108.4934,"(29.9653086597149, -90.0623254834738)"
LAFAYETTE HOTEL,600 ST CHARLES AVE,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,501 RUE DECATUR LLC.,3680589.626,528688.2488,"(29.9477369305066, -90.0710434565838)"
JW MARRIOT NEW ORLEANS,614 CANAL ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"MARRIOT HOTEL SERVICES,",3681254.208,530504.0965,"(29.9527097524767, -90.0688818422529)"
CITY HOUSE HOSTELS NEW ORLEANS,129 BURGUNDY ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,NICHOLAS RUDOLPH,3680471.876,531572.2411,"(29.9556705043782, -90.0713149479095)"
THE CORSAIR HOTEL,4125 ST. CHARLES AVE,,NEW ORLEANS,LA,70115,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"CORSAIR NEW ORLEANS, LLC.",,,
"COUNTRY INN & SUITES,NEW ORLEANS I-10 EAST",5801 READ BLVD,,NEW ORLEANS,LA,70127,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,CIS NOLA LLC,3711130.33,560962.8311,"(30.0355193458883, -89.9734059508498)"
HOSTEEVA CALIFORNIA BUILDING BY HOSTEEVA,1111 TULANE AVE,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"HOSTEEVA, LLC",3679544.321,531140.7983,"(29.9545122401432, -90.0742588081914)"
HOSTEEVA,4333 CANAL ST,,NEW ORLEANS,LA,70119,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,HOSTEEVA LLC,3670145.811,539281.2303,"(29.9771763302441, -90.1036598553152)"
NOLA10LLC,6303 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,NOLA10LLC,3698077.369,551900.1108,"(30.0110198249587, -90.0149848536)"
